At time 0, Job1 arrives.
At time 13290, Job1075 arrives.
At time 25599, Job230 finishes at disk1.
At time 13304, Job1076 arrives.
At time 23330, Job230 finishes at network.
At time 13314, Job1077 arrives.
At time 23353, Job230 finishes at network.
At time 13329, Job1078 arrives.
At time 25665, Job230 finishes at disk1.
At time 13335, Job1079 arrives.
At time 25684, Job230 finishes at disk1.
At time 13348, Job1080 arrives.
At time 25708, Job230 finishes at disk1.
At time 13360, Job1081 arrives.
At time 25733, Job230 finishes at disk1.
At time 13373, Job1082 arrives.
At time 25760, Job230 finishes at disk1.
At time 13383, Job1083 arrives.
At time 25783, Job230 finishes at disk1.
At time 13398, Job1084 arrives.
At time 23490, Job230 finishes at network.
At time 13414, Job1085 arrives.
At time 21482, Job230 exits from CPU.
At time 13426, Job1086 arrives.
At time 21500, Job231 exits from CPU.
At time 13445, Job1087 arrives.
At time 23570, Job232 finishes at network.
At time 13452, Job1088 arrives.
At time 21542, Job232 exits from CPU.
At time 13465, Job1089 arrives.
At time 25916, Job233 finishes at disk1.
At time 13482, Job1090 arrives.
At time 21590, Job233 exits from CPU.
At time 13496, Job1091 arrives.
At time 25976, Job234 finishes at disk1.
At time 13511, Job1092 arrives.
At time 26008, Job234 finishes at disk1.
At time 13527, Job1093 arrives.
At time 26040, Job234 finishes at disk1.
At time 13547, Job1094 arrives.
At time 26077, Job234 finishes at disk1.
At time 13558, Job1095 arrives.
At time 21707, Job234 exits from CPU.
At time 13577, Job1096 arrives.
At time 26129, Job235 finishes at disk1.
At time 13591, Job1097 arrives.
At time 26158, Job235 finishes at disk1.
At time 13610, Job1098 arrives.
At time 23832, Job235 finishes at network.
At time 13617, Job1099 arrives.
At time 26209, Job235 finishes at disk1.
At time 13629, Job1100 arrives.
At time 26237, Job235 finishes at disk1.
At time 13643, Job1101 arrives.
At time 26267, Job235 finishes at disk1.
At time 13660, Job1102 arrives.
At time 26301, Job235 finishes at disk1.
At time 13667, Job1103 arrives.
At time 26322, Job235 finishes at disk1.
At time 13686, Job1104 arrives.
At time 26359, Job235 finishes at disk1.
At time 13705, Job1105 arrives.
At time 23990, Job235 finishes at network.
At time 13717, Job1106 arrives.
At time 24019, Job235 finishes at network.
At time 13725, Job1107 arrives.
At time 26421, Job235 finishes at disk1.
At time 13733, Job1108 arrives.
At time 26448, Job235 finishes at disk1.
At time 13739, Job1109 arrives.
At time 21994, Job235 exits from CPU.
At time 13752, Job1110 arrives.
At time 26485, Job236 finishes at disk1.
At time 13762, Job1111 arrives.
At time 22027, Job236 exits from CPU.
At time 13774, Job1112 arrives.
At time 22048, Job237 exits from CPU.
At time 13793, Job1113 arrives.
At time 22076, Job238 exits from CPU.
At time 13798, Job1114 arrives.
At time 24161, Job239 finishes at network.
At time 13810, Job1115 arrives.
At time 22108, Job239 exits from CPU.
At time 13826, Job1116 arrives.
At time 24214, Job240 finishes at network.
At time 13840, Job1117 arrives.
At time 26633, Job240 finishes at disk1.
At time 13860, Job1118 arrives.
At time 22178, Job240 exits from CPU.
At time 13866, Job1119 arrives.
At time 26675, Job241 finishes at disk1.
At time 13878, Job1120 arrives.
At time 26699, Job241 finishes at disk1.
At time 13896, Job1121 arrives.
At time 22235, Job241 exits from CPU.
At time 13907, Job1122 arrives.
At time 26755, Job242 finishes at disk1.
At time 13927, Job1123 arrives.
At time 26789, Job242 finishes at disk1.
At time 13942, Job1124 arrives.
At time 22303, Job242 exits from CPU.
At time 13948, Job1125 arrives.
At time 26836, Job243 finishes at disk1.
At time 13959, Job1126 arrives.
At time 24425, Job243 finishes at network.
At time 13964, Job1127 arrives.
At time 22348, Job243 exits from CPU.
At time 13975, Job1128 arrives.
At time 26893, Job244 finishes at disk1.
At time 13987, Job1129 arrives.
At time 26919, Job244 finishes at disk1.
At time 14005, Job1130 arrives.
At time 26950, Job244 finishes at disk1.
At time 14011, Job1131 arrives.
At time 24520, Job244 finishes at network.
At time 14026, Job1132 arrives.
At time 22447, Job244 exits from CPU.
At time 14040, Job1133 arrives.
At time 27019, Job245 finishes at disk1.
At time 14051, Job1134 arrives.
At time 27048, Job245 finishes at disk1.
At time 14070, Job1135 arrives.
At time 24618, Job245 finishes at network.
At time 14080, Job1136 arrives.
At time 27095, Job245 finishes at disk1.
At time 14097, Job1137 arrives.
At time 24668, Job245 finishes at network.
At time 14105, Job1138 arrives.
At time 27138, Job245 finishes at disk1.
At time 14122, Job1139 arrives.
At time 27169, Job245 finishes at disk1.
At time 14129, Job1140 arrives.
At time 27188, Job245 finishes at disk1.
At time 14147, Job1141 arrives.
At time 27220, Job245 finishes at disk1.
At time 14157, Job1142 arrives.
At time 27247, Job245 finishes at disk1.
At time 14165, Job1143 arrives.
At time 27271, Job245 finishes at disk1.
At time 14171, Job1144 arrives.
At time 27295, Job245 finishes at disk1.
At time 14180, Job1145 arrives.
At time 24817, Job245 finishes at network.
At time 14197, Job1146 arrives.
At time 24849, Job245 finishes at network.
At time 14210, Job1147 arrives.
At time 27360, Job245 finishes at disk1.
At time 14216, Job1148 arrives.
At time 27385, Job245 finishes at disk1.
At time 14233, Job1149 arrives.
At time 24916, Job245 finishes at network.
At time 14241, Job1150 arrives.
At time 22790, Job245 exits from CPU.
At time 14258, Job1151 arrives.
At time 24961, Job246 finishes at network.
At time 14269, Job1152 arrives.
At time 27474, Job246 finishes at disk1.
At time 14274, Job1153 arrives.
At time 24999, Job246 finishes at network.
At time 14287, Job1154 arrives.
At time 27511, Job246 finishes at disk1.
At time 14301, Job1155 arrives.
At time 22882, Job246 exits from CPU.
At time 14308, Job1156 arrives.
At time 27557, Job247 finishes at disk1.
At time 14319, Job1157 arrives.
At time 27585, Job247 finishes at disk1.
At time 14335, Job1158 arrives.
At time 27611, Job247 finishes at disk1.
At time 14346, Job1159 arrives.
At time 22954, Job247 exits from CPU.
At time 14355, Job1160 arrives.
At time 25130, Job248 finishes at network.
At time 14372, Job1161 arrives.
At time 27676, Job248 finishes at disk1.
At time 14389, Job1162 arrives.
At time 27709, Job248 finishes at disk1.
At time 14397, Job1163 arrives.
At time 27733, Job248 finishes at disk1.
At time 14406, Job1164 arrives.
At time 25217, Job248 finishes at network.
At time 14420, Job1165 arrives.
At time 25243, Job248 finishes at network.
At time 14434, Job1166 arrives.
At time 25271, Job248 finishes at network.
At time 14449, Job1167 arrives.
At time 25299, Job248 finishes at network.
At time 14467, Job1168 arrives.
At time 27840, Job248 finishes at disk1.
At time 14478, Job1169 arrives.
At time 25352, Job248 finishes at network.
At time 14483, Job1170 arrives.
At time 27878, Job248 finishes at disk1.
At time 14501, Job1171 arrives.
At time 27911, Job248 finishes at disk1.
At time 14521, Job1172 arrives.
At time 27948, Job248 finishes at disk1.
At time 14528, Job1173 arrives.
At time 25439, Job248 finishes at network.
At time 14541, Job1174 arrives.
At time 25470, Job248 finishes at network.
At time 14556, Job1175 arrives.
At time 23268, Job248 exits from CPU.
At time 14565, Job1176 arrives.
At time 28022, Job249 finishes at disk1.
At time 14578, Job1177 arrives.
At time 23300, Job249 exits from CPU.
At time 14587, Job1178 arrives.
At time 28063, Job250 finishes at disk1.
At time 14606, Job1179 arrives.
At time 28096, Job250 finishes at disk1.
At time 14621, Job1180 arrives.
At time 28125, Job250 finishes at disk1.
At time 14632, Job1181 arrives.
At time 28150, Job250 finishes at disk1.
At time 14647, Job1182 arrives.
At time 23403, Job250 exits from CPU.
At time 14654, Job1183 arrives.
At time 28190, Job251 finishes at disk1.
At time 14664, Job1184 arrives.
At time 28211, Job251 finishes at disk1.
At time 14682, Job1185 arrives.
At time 25689, Job251 finishes at network.
At time 14699, Job1186 arrives.
At time 28268, Job251 finishes at disk1.
At time 14706, Job1187 arrives.
At time 25740, Job251 finishes at network.
At time 14724, Job1188 arrives.
At time 25777, Job251 finishes at network.
At time 14743, Job1189 arrives.
At time 23553, Job251 exits from CPU.
At time 14751, Job1190 arrives.
At time 28360, Job252 finishes at disk1.
At time 14762, Job1191 arrives.
At time 28384, Job252 finishes at disk1.
At time 14774, Job1192 arrives.
At time 28407, Job252 finishes at disk1.
At time 14788, Job1193 arrives.
At time 28436, Job252 finishes at disk1.
At time 14806, Job1194 arrives.
At time 28470, Job252 finishes at disk1.
At time 14811, Job1195 arrives.
At time 28492, Job252 finishes at disk1.
At time 14823, Job1196 arrives.
At time 28520, Job252 finishes at disk1.
At time 14839, Job1197 arrives.
At time 28551, Job252 finishes at disk1.
At time 14856, Job1198 arrives.
At time 25995, Job252 finishes at network.
At time 14867, Job1199 arrives.
At time 28596, Job252 finishes at disk1.
At time 14883, Job1200 arrives.
At time 28624, Job252 finishes at disk1.
At time 14897, Job1201 arrives.
At time 26060, Job252 finishes at network.
At time 14912, Job1202 arrives.
At time 26091, Job252 finishes at network.
At time 14932, Job1203 arrives.
At time 26123, Job252 finishes at network.
At time 14950, Job1204 arrives.
At time 26156, Job252 finishes at network.
At time 14959, Job1205 arrives.
At time 26184, Job252 finishes at network.
At time 14972, Job1206 arrives.
At time 26211, Job252 finishes at network.
At time 14986, Job1207 arrives.
At time 28788, Job252 finishes at disk1.
At time 14994, Job1208 arrives.
At time 23947, Job252 exits from CPU.
At time 15014, Job1209 arrives.
At time 26290, Job253 finishes at network.
At time 15024, Job1210 arrives.
At time 28857, Job253 finishes at disk1.
At time 15038, Job1211 arrives.
At time 28884, Job253 finishes at disk1.
At time 15052, Job1212 arrives.
At time 28914, Job253 finishes at disk1.
At time 15062, Job1213 arrives.
At time 28936, Job253 finishes at disk1.
At time 15078, Job1214 arrives.
At time 26402, Job253 finishes at network.
At time 15092, Job1215 arrives.
At time 28991, Job253 finishes at disk1.
At time 15112, Job1216 arrives.
At time 29028, Job253 finishes at disk1.
At time 15125, Job1217 arrives.
At time 29058, Job253 finishes at disk1.
At time 15145, Job1218 arrives.
At time 29095, Job253 finishes at disk1.
At time 15153, Job1219 arrives.
At time 24189, Job253 exits from CPU.
At time 15162, Job1220 arrives.
At time 24205, Job254 exits from CPU.
At time 15180, Job1221 arrives.
At time 26563, Job255 finishes at network.
At time 15200, Job1222 arrives.
At time 29184, Job255 finishes at disk1.
At time 15211, Job1223 arrives.
At time 26617, Job255 finishes at network.
At time 15218, Job1224 arrives.
At time 29229, Job255 finishes at disk1.
At time 15231, Job1225 arrives.
At time 24311, Job255 exits from CPU.
At time 15245, Job1226 arrives.
At time 26683, Job256 finishes at network.
At time 15256, Job1227 arrives.
At time 26708, Job256 finishes at network.
At time 15276, Job1228 arrives.
At time 24378, Job256 exits from CPU.
At time 15286, Job1229 arrives.
At time 26764, Job257 finishes at network.
At time 15302, Job1230 arrives.
At time 26797, Job257 finishes at network.
At time 15317, Job1231 arrives.
At time 29387, Job257 finishes at disk1.
At time 15327, Job1232 arrives.
At time 29410, Job257 finishes at disk1.
At time 15333, Job1233 arrives.
At time 29431, Job257 finishes at disk1.
At time 15338, Job1234 arrives.
At time 26867, Job257 finishes at network.
At time 15351, Job1235 arrives.
At time 24504, Job257 exits from CPU.
At time 15363, Job1236 arrives.
At time 26916, Job258 finishes at network.
At time 15379, Job1237 arrives.
At time 26946, Job258 finishes at network.
At time 15384, Job1238 arrives.
At time 29520, Job258 finishes at disk1.
At time 15402, Job1239 arrives.
At time 29550, Job258 finishes at disk1.
At time 15411, Job1240 arrives.
At time 24597, Job258 exits from CPU.
At time 15417, Job1241 arrives.
At time 29587, Job259 finishes at disk1.
At time 15426, Job1242 arrives.
At time 29613, Job259 finishes at disk1.
At time 15444, Job1243 arrives.
At time 24654, Job259 exits from CPU.
At time 15454, Job1244 arrives.
At time 27077, Job260 finishes at network.
At time 15459, Job1245 arrives.
At time 29670, Job260 finishes at disk1.
At time 15478, Job1246 arrives.
At time 29703, Job260 finishes at disk1.
At time 15496, Job1247 arrives.
At time 29733, Job260 finishes at disk1.
At time 15509, Job1248 arrives.
At time 29759, Job260 finishes at disk1.
At time 15524, Job1249 arrives.
At time 29791, Job260 finishes at disk1.
At time 15544, Job1250 arrives.
At time 27219, Job260 finishes at network.
At time 15549, Job1251 arrives.
At time 29836, Job260 finishes at disk1.
At time 15560, Job1252 arrives.
At time 27255, Job260 finishes at network.
At time 15575, Job1253 arrives.
At time 29881, Job260 finishes at disk1.
At time 15586, Job1254 arrives.
At time 27303, Job260 finishes at network.
At time 15596, Job1255 arrives.
At time 27331, Job260 finishes at network.
At time 15603, Job1256 arrives.
At time 24904, Job260 exits from CPU.
At time 15612, Job1257 arrives.
At time 24921, Job261 exits from CPU.
At time 15624, Job1258 arrives.
At time 29978, Job262 finishes at disk1.
At time 15630, Job1259 arrives.
At time 24954, Job262 exits from CPU.
At time 15645, Job1260 arrives.
At time 27420, Job263 finishes at network.
At time 15662, Job1261 arrives.
At time 30043, Job263 finishes at disk1.
At time 15676, Job1262 arrives.
At time 27468, Job263 finishes at network.
At time 15681, Job1263 arrives.
At time 30086, Job263 finishes at disk1.
At time 15690, Job1264 arrives.
At time 25047, Job263 exits from CPU.
At time 15707, Job1265 arrives.
At time 27531, Job264 finishes at network.
At time 15724, Job1266 arrives.
At time 27563, Job264 finishes at network.
At time 15734, Job1267 arrives.
At time 25117, Job264 exits from CPU.
At time 15749, Job1268 arrives.
At time 27614, Job265 finishes at network.
At time 15764, Job1269 arrives.
At time 30224, Job265 finishes at disk1.
At time 15784, Job1270 arrives.
At time 27672, Job265 finishes at network.
At time 15800, Job1271 arrives.
At time 30284, Job265 finishes at disk1.
At time 15817, Job1272 arrives.
At time 30315, Job265 finishes at disk1.
At time 15831, Job1273 arrives.
At time 30344, Job265 finishes at disk1.
At time 15837, Job1274 arrives.
At time 25275, Job265 exits from CPU.
At time 15844, Job1275 arrives.
At time 30382, Job266 finishes at disk1.
At time 15857, Job1276 arrives.
At time 25315, Job266 exits from CPU.
At time 15875, Job1277 arrives.
At time 30437, Job267 finishes at disk1.
At time 15895, Job1278 arrives.
At time 27858, Job267 finishes at network.
At time 15907, Job1279 arrives.
At time 30490, Job267 finishes at disk1.
At time 15916, Job1280 arrives.
At time 30514, Job267 finishes at disk1.
At time 15928, Job1281 arrives.
At time 25416, Job267 exits from CPU.
