At time 0, Job1 arrives.
At time 58724, Job4700 arrives.
At time 102271, Job974 finishes at network.
At time 58735, Job4701 arrives.
At time 113623, Job974 finishes at disk1.
At time 58746, Job4702 arrives.
At time 113645, Job974 finishes at disk1.
At time 58760, Job4703 arrives.
At time 102328, Job974 finishes at network.
At time 58769, Job4704 arrives.
At time 102353, Job974 finishes at network.
At time 58782, Job4705 arrives.
At time 113708, Job974 finishes at disk1.
At time 58799, Job4706 arrives.
At time 113740, Job974 finishes at disk1.
At time 58807, Job4707 arrives.
At time 113762, Job974 finishes at disk1.
At time 58822, Job4708 arrives.
At time 113788, Job974 finishes at disk1.
At time 58830, Job4709 arrives.
At time 94023, Job974 exits from CPU.
At time 58845, Job4710 arrives.
At time 94048, Job975 exits from CPU.
At time 58852, Job4711 arrives.
At time 94065, Job976 exits from CPU.
At time 58866, Job4712 arrives.
At time 113877, Job977 finishes at disk1.
At time 58871, Job4713 arrives.
At time 102538, Job977 finishes at network.
At time 58880, Job4714 arrives.
At time 94116, Job977 exits from CPU.
At time 58887, Job4715 arrives.
At time 113930, Job978 finishes at disk1.
At time 58903, Job4716 arrives.
At time 94154, Job978 exits from CPU.
At time 58916, Job4717 arrives.
At time 102617, Job979 finishes at network.
At time 58935, Job4718 arrives.
At time 94198, Job979 exits from CPU.
At time 58948, Job4719 arrives.
At time 114025, Job980 finishes at disk1.
At time 58958, Job4720 arrives.
At time 94233, Job980 exits from CPU.
At time 58964, Job4721 arrives.
At time 94245, Job981 exits from CPU.
At time 58981, Job4722 arrives.
At time 114083, Job982 finishes at disk1.
At time 58990, Job4723 arrives.
At time 102737, Job982 finishes at network.
At time 58997, Job4724 arrives.
At time 114124, Job982 finishes at disk1.
At time 59017, Job4725 arrives.
At time 114157, Job982 finishes at disk1.
At time 59033, Job4726 arrives.
At time 114191, Job982 finishes at disk1.
At time 59039, Job4727 arrives.
At time 114214, Job982 finishes at disk1.
At time 59046, Job4728 arrives.
At time 114232, Job982 finishes at disk1.
At time 59066, Job4729 arrives.
At time 114262, Job982 finishes at disk1.
At time 59074, Job4730 arrives.
At time 114290, Job982 finishes at disk1.
At time 59088, Job4731 arrives.
At time 102898, Job982 finishes at network.
At time 59105, Job4732 arrives.
At time 114343, Job982 finishes at disk1.
At time 59111, Job4733 arrives.
At time 114362, Job982 finishes at disk1.
At time 59130, Job4734 arrives.
At time 114397, Job982 finishes at disk1.
At time 59148, Job4735 arrives.
At time 114429, Job982 finishes at disk1.
At time 59159, Job4736 arrives.
At time 103014, Job982 finishes at network.
At time 59171, Job4737 arrives.
At time 94570, Job982 exits from CPU.
At time 59181, Job4738 arrives.
At time 114498, Job983 finishes at disk1.
At time 59187, Job4739 arrives.
At time 114518, Job983 finishes at disk1.
At time 59200, Job4740 arrives.
At time 114541, Job983 finishes at disk1.
At time 59211, Job4741 arrives.
At time 114570, Job983 finishes at disk1.
At time 59228, Job4742 arrives.
At time 103138, Job983 finishes at network.
At time 59238, Job4743 arrives.
At time 94683, Job983 exits from CPU.
At time 59258, Job4744 arrives.
At time 94712, Job984 exits from CPU.
At time 59278, Job4745 arrives.
At time 103218, Job985 finishes at network.
At time 59289, Job4746 arrives.
At time 103249, Job985 finishes at network.
At time 59306, Job4747 arrives.
At time 114720, Job985 finishes at disk1.
At time 59322, Job4748 arrives.
At time 103306, Job985 finishes at network.
At time 59327, Job4749 arrives.
At time 94822, Job985 exits from CPU.
At time 59333, Job4750 arrives.
At time 114777, Job986 finishes at disk1.
At time 59338, Job4751 arrives.
At time 114798, Job986 finishes at disk1.
At time 59344, Job4752 arrives.
At time 114816, Job986 finishes at disk1.
At time 59359, Job4753 arrives.
At time 114846, Job986 finishes at disk1.
At time 59372, Job4754 arrives.
At time 103413, Job986 finishes at network.
At time 59387, Job4755 arrives.
At time 114899, Job986 finishes at disk1.
At time 59402, Job4756 arrives.
At time 94951, Job986 exits from CPU.
At time 59415, Job4757 arrives.
At time 103488, Job987 finishes at network.
At time 59421, Job4758 arrives.
At time 114959, Job987 finishes at disk1.
At time 59438, Job4759 arrives.
At time 114996, Job987 finishes at disk1.
At time 59452, Job4760 arrives.
At time 103558, Job987 finishes at network.
At time 59472, Job4761 arrives.
At time 103589, Job987 finishes at network.
At time 59480, Job4762 arrives.
At time 115067, Job987 finishes at disk1.
At time 59490, Job4763 arrives.
At time 115092, Job987 finishes at disk1.
At time 59507, Job4764 arrives.
At time 115121, Job987 finishes at disk1.
At time 59515, Job4765 arrives.
At time 103672, Job987 finishes at network.
At time 59521, Job4766 arrives.
At time 115157, Job987 finishes at disk1.
At time 59541, Job4767 arrives.
At time 115196, Job987 finishes at disk1.
At time 59554, Job4768 arrives.
At time 103742, Job987 finishes at network.
At time 59571, Job4769 arrives.
At time 103772, Job987 finishes at network.
At time 59584, Job4770 arrives.
At time 115265, Job987 finishes at disk1.
At time 59597, Job4771 arrives.
At time 115296, Job987 finishes at disk1.
At time 59617, Job4772 arrives.
At time 103848, Job987 finishes at network.
At time 59632, Job4773 arrives.
At time 115351, Job987 finishes at disk1.
At time 59639, Job4774 arrives.
At time 95323, Job987 exits from CPU.
At time 59657, Job4775 arrives.
At time 115393, Job988 finishes at disk1.
At time 59663, Job4776 arrives.
At time 103932, Job988 finishes at network.
At time 59675, Job4777 arrives.
At time 103955, Job988 finishes at network.
At time 59686, Job4778 arrives.
At time 103979, Job988 finishes at network.
At time 59699, Job4779 arrives.
At time 104010, Job988 finishes at network.
At time 59706, Job4780 arrives.
At time 104030, Job988 finishes at network.
At time 59725, Job4781 arrives.
At time 95461, Job988 exits from CPU.
At time 59737, Job4782 arrives.
At time 115533, Job989 finishes at disk1.
At time 59745, Job4783 arrives.
At time 115556, Job989 finishes at disk1.
At time 59754, Job4784 arrives.
At time 115580, Job989 finishes at disk1.
At time 59770, Job4785 arrives.
At time 104147, Job989 finishes at network.
At time 59786, Job4786 arrives.
At time 115640, Job989 finishes at disk1.
At time 59802, Job4787 arrives.
At time 95593, Job989 exits from CPU.
At time 59811, Job4788 arrives.
At time 104224, Job990 finishes at network.
At time 59831, Job4789 arrives.
At time 104257, Job990 finishes at network.
At time 59840, Job4790 arrives.
At time 115734, Job990 finishes at disk1.
At time 59858, Job4791 arrives.
At time 115764, Job990 finishes at disk1.
At time 59870, Job4792 arrives.
At time 104320, Job990 finishes at network.
At time 59880, Job4793 arrives.
At time 115808, Job990 finishes at disk1.
At time 59896, Job4794 arrives.
At time 115843, Job990 finishes at disk1.
At time 59905, Job4795 arrives.
At time 104386, Job990 finishes at network.
At time 59916, Job4796 arrives.
At time 95774, Job990 exits from CPU.
At time 59931, Job4797 arrives.
At time 95799, Job991 exits from CPU.
At time 59936, Job4798 arrives.
At time 115929, Job992 finishes at disk1.
At time 59947, Job4799 arrives.
At time 115959, Job992 finishes at disk1.
At time 59955, Job4800 arrives.
At time 95846, Job992 exits from CPU.
At time 59967, Job4801 arrives.
At time 115996, Job993 finishes at disk1.
At time 59979, Job4802 arrives.
At time 116023, Job993 finishes at disk1.
At time 59984, Job4803 arrives.
At time 116042, Job993 finishes at disk1.
At time 59998, Job4804 arrives.
At time 95916, Job993 exits from CPU.
At time 60015, Job4805 arrives.
At time 104583, Job994 finishes at network.
At time 60027, Job4806 arrives.
At time 116116, Job994 finishes at disk1.
At time 60039, Job4807 arrives.
At time 95984, Job994 exits from CPU.
At time 60044, Job4808 arrives.
At time 116156, Job995 finishes at disk1.
At time 60060, Job4809 arrives.
At time 116188, Job995 finishes at disk1.
At time 60075, Job4810 arrives.
At time 96042, Job995 exits from CPU.
At time 60087, Job4811 arrives.
At time 96061, Job996 exits from CPU.
At time 60100, Job4812 arrives.
At time 116252, Job997 finishes at disk1.
At time 60120, Job4813 arrives.
At time 116286, Job997 finishes at disk1.
At time 60133, Job4814 arrives.
At time 116312, Job997 finishes at disk1.
At time 60151, Job4815 arrives.
At time 116348, Job997 finishes at disk1.
At time 60157, Job4816 arrives.
At time 104818, Job997 finishes at network.
At time 60165, Job4817 arrives.
At time 116382, Job997 finishes at disk1.
At time 60176, Job4818 arrives.
At time 116408, Job997 finishes at disk1.
At time 60183, Job4819 arrives.
At time 116430, Job997 finishes at disk1.
At time 60202, Job4820 arrives.
At time 96241, Job997 exits from CPU.
At time 60207, Job4821 arrives.
At time 96251, Job998 exits from CPU.
At time 60212, Job4822 arrives.
At time 96262, Job999 exits from CPU.
At time 60229, Job4823 arrives.
At time 116507, Job1000 finishes at disk1.
At time 60240, Job4824 arrives.
At time 116538, Job1000 finishes at disk1.
At time 60252, Job4825 arrives.
At time 96329, Job1000 exits from CPU.
At time 60266, Job4826 arrives.
At time 96353, Job1001 exits from CPU.
At time 60278, Job4827 arrives.
At time 116611, Job1002 finishes at disk1.
At time 60295, Job4828 arrives.
At time 116642, Job1002 finishes at disk1.
At time 60305, Job4829 arrives.
At time 105069, Job1002 finishes at network.
At time 60319, Job4830 arrives.
At time 116688, Job1002 finishes at disk1.
At time 60338, Job4831 arrives.
At time 105120, Job1002 finishes at network.
At time 60348, Job4832 arrives.
At time 116738, Job1002 finishes at disk1.
At time 60359, Job4833 arrives.
At time 105166, Job1002 finishes at network.
At time 60374, Job4834 arrives.
At time 105196, Job1002 finishes at network.
At time 60389, Job4835 arrives.
At time 105229, Job1002 finishes at network.
At time 60409, Job4836 arrives.
At time 116841, Job1002 finishes at disk1.
At time 60416, Job4837 arrives.
At time 116862, Job1002 finishes at disk1.
At time 60425, Job4838 arrives.
At time 116888, Job1002 finishes at disk1.
At time 60444, Job4839 arrives.
At time 105323, Job1002 finishes at network.
At time 60457, Job4840 arrives.
At time 105352, Job1002 finishes at network.
At time 60464, Job4841 arrives.
At time 116955, Job1002 finishes at disk1.
At time 60476, Job4842 arrives.
At time 116986, Job1002 finishes at disk1.
At time 60486, Job4843 arrives.
At time 117008, Job1002 finishes at disk1.
At time 60503, Job4844 arrives.
At time 105436, Job1002 finishes at network.
At time 60514, Job4845 arrives.
At time 96743, Job1002 exits from CPU.
At time 60520, Job4846 arrives.
At time 117081, Job1003 finishes at disk1.
At time 60532, Job4847 arrives.
At time 117103, Job1003 finishes at disk1.
At time 60543, Job4848 arrives.
At time 117130, Job1003 finishes at disk1.
At time 60553, Job4849 arrives.
At time 117155, Job1003 finishes at disk1.
At time 60572, Job4850 arrives.
At time 117189, Job1003 finishes at disk1.
At time 60586, Job4851 arrives.
At time 117216, Job1003 finishes at disk1.
At time 60598, Job4852 arrives.
At time 117243, Job1003 finishes at disk1.
At time 60611, Job4853 arrives.
At time 105616, Job1003 finishes at network.
At time 60618, Job4854 arrives.
At time 105638, Job1003 finishes at network.
At time 60631, Job4855 arrives.
At time 117308, Job1003 finishes at disk1.
At time 60637, Job4856 arrives.
At time 96942, Job1003 exits from CPU.
At time 60657, Job4857 arrives.
At time 117356, Job1004 finishes at disk1.
At time 60663, Job4858 arrives.
At time 117376, Job1004 finishes at disk1.
At time 60669, Job4859 arrives.
At time 117401, Job1004 finishes at disk1.
At time 60687, Job4860 arrives.
At time 97024, Job1004 exits from CPU.
At time 60698, Job4861 arrives.
At time 117456, Job1005 finishes at disk1.
At time 60703, Job4862 arrives.
At time 117473, Job1005 finishes at disk1.
At time 60722, Job4863 arrives.
At time 117507, Job1005 finishes at disk1.
At time 60738, Job4864 arrives.
At time 105845, Job1005 finishes at network.
At time 60751, Job4865 arrives.
At time 117555, Job1005 finishes at disk1.
At time 60767, Job4866 arrives.
At time 117590, Job1005 finishes at disk1.
At time 60776, Job4867 arrives.
At time 105912, Job1005 finishes at network.
At time 60795, Job4868 arrives.
At time 105942, Job1005 finishes at network.
At time 60806, Job4869 arrives.
At time 117653, Job1005 finishes at disk1.
At time 60826, Job4870 arrives.
At time 105995, Job1005 finishes at network.
At time 60840, Job4871 arrives.
At time 106024, Job1005 finishes at network.
At time 60859, Job4872 arrives.
At time 97285, Job1005 exits from CPU.
At time 60864, Job4873 arrives.
At time 117753, Job1006 finishes at disk1.
At time 60879, Job4874 arrives.
At time 117784, Job1006 finishes at disk1.
At time 60892, Job4875 arrives.
At time 106113, Job1006 finishes at network.
At time 60909, Job4876 arrives.
At time 97366, Job1006 exits from CPU.
At time 60922, Job4877 arrives.
At time 106168, Job1007 finishes at network.
At time 60936, Job4878 arrives.
At time 117875, Job1007 finishes at disk1.
At time 60941, Job4879 arrives.
At time 97420, Job1007 exits from CPU.
At time 60955, Job4880 arrives.
At time 106229, Job1008 finishes at network.
At time 60972, Job4881 arrives.
At time 117940, Job1008 finishes at disk1.
At time 60977, Job4882 arrives.
At time 106275, Job1008 finishes at network.
At time 60985, Job4883 arrives.
At time 106295, Job1008 finishes at network.
At time 60995, Job4884 arrives.
At time 97513, Job1008 exits from CPU.
At time 61010, Job4885 arrives.
At time 118017, Job1009 finishes at disk1.
At time 61026, Job4886 arrives.
At time 106364, Job1009 finishes at network.
At time 61043, Job4887 arrives.
At time 106395, Job1009 finishes at network.
At time 61062, Job4888 arrives.
At time 106429, Job1009 finishes at network.
At time 61078, Job4889 arrives.
At time 118122, Job1009 finishes at disk1.
At time 61084, Job4890 arrives.
At time 118141, Job1009 finishes at disk1.
At time 61104, Job4891 arrives.
At time 106500, Job1009 finishes at network.
At time 61114, Job4892 arrives.
At time 106527, Job1009 finishes at network.
At time 61125, Job4893 arrives.
At time 118207, Job1009 finishes at disk1.
At time 61141, Job4894 arrives.
At time 118239, Job1009 finishes at disk1.
At time 61155, Job4895 arrives.
At time 118268, Job1009 finishes at disk1.
At time 61160, Job4896 arrives.
At time 118285, Job1009 finishes at disk1.
At time 61171, Job4897 arrives.
At time 118312, Job1009 finishes at disk1.
At time 61185, Job4898 arrives.
At time 97801, Job1009 exits from CPU.
At time 61190, Job4899 arrives.
At time 118357, Job1010 finishes at disk1.
At time 61205, Job4900 arrives.
At time 97837, Job1010 exits from CPU.
At time 61220, Job4901 arrives.
At time 118412, Job1011 finishes at disk1.
At time 61234, Job4902 arrives.
At time 106727, Job1011 finishes at network.
At time 61240, Job4903 arrives.
At time 118456, Job1011 finishes at disk1.
At time 61260, Job4904 arrives.
At time 118493, Job1011 finishes at disk1.
At time 61269, Job4905 arrives.
At time 106791, Job1011 finishes at network.
At time 61285, Job4906 arrives.
At time 118541, Job1011 finishes at disk1.
At time 61290, Job4907 arrives.
At time 106835, Job1011 finishes at network.
At time 61309, Job4908 arrives.
At time 106867, Job1011 finishes at network.
At time 61319, Job4909 arrives.
At time 118605, Job1011 finishes at disk1.
At time 61330, Job4910 arrives.
At time 98040, Job1011 exits from CPU.
At time 61350, Job4911 arrives.
At time 118655, Job1012 finishes at disk1.
At time 61366, Job4912 arrives.
At time 118686, Job1012 finishes at disk1.
At time 61371, Job4913 arrives.
At time 98098, Job1012 exits from CPU.
At time 61390, Job4914 arrives.
At time 106991, Job1013 finishes at network.
At time 61402, Job4915 arrives.
At time 98143, Job1013 exits from CPU.
At time 61416, Job4916 arrives.
At time 118772, Job1014 finishes at disk1.
At time 61425, Job4917 arrives.
At time 107054, Job1014 finishes at network.
At time 61431, Job4918 arrives.
At time 118809, Job1014 finishes at disk1.
At time 61438, Job4919 arrives.
At time 98206, Job1014 exits from CPU.
At time 61456, Job4920 arrives.
At time 118857, Job1015 finishes at disk1.
At time 61476, Job4921 arrives.
At time 118895, Job1015 finishes at disk1.
At time 61496, Job4922 arrives.
At time 107168, Job1015 finishes at network.
At time 61507, Job4923 arrives.
At time 118948, Job1015 finishes at disk1.
At time 61518, Job4924 arrives.
At time 107219, Job1015 finishes at network.
At time 61524, Job4925 arrives.
At time 118986, Job1015 finishes at disk1.
At time 61531, Job4926 arrives.
At time 107255, Job1015 finishes at network.
At time 61550, Job4927 arrives.
At time 107288, Job1015 finishes at network.
At time 61558, Job4928 arrives.
At time 119048, Job1015 finishes at disk1.
At time 61569, Job4929 arrives.
At time 98413, Job1015 exits from CPU.
At time 61574, Job4930 arrives.
At time 98425, Job1016 exits from CPU.
At time 61592, Job4931 arrives.
At time 107361, Job1017 finishes at network.
At time 61600, Job4932 arrives.
At time 107385, Job1017 finishes at network.
At time 61606, Job4933 arrives.
At time 119138, Job1017 finishes at disk1.
At time 61612, Job4934 arrives.
At time 98491, Job1017 exits from CPU.
At time 61627, Job4935 arrives.
At time 119183, Job1018 finishes at disk1.
At time 61645, Job4936 arrives.
At time 98541, Job1018 exits from CPU.
At time 61655, Job4937 arrives.
At time 98560, Job1019 exits from CPU.
At time 61666, Job4938 arrives.
At time 107508, Job1020 finishes at network.
At time 61683, Job4939 arrives.
At time 107541, Job1020 finishes at network.
At time 61700, Job4940 arrives.
At time 119304, Job1020 finishes at disk1.
At time 61708, Job4941 arrives.
At time 119322, Job1020 finishes at disk1.
At time 61719, Job4942 arrives.
At time 119346, Job1020 finishes at disk1.
At time 61737, Job4943 arrives.
At time 119379, Job1020 finishes at disk1.
At time 61747, Job4944 arrives.
At time 107643, Job1020 finishes at network.
At time 61763, Job4945 arrives.
At time 119425, Job1020 finishes at disk1.
At time 61772, Job4946 arrives.
At time 98742, Job1020 exits from CPU.
At time 61783, Job4947 arrives.
At time 119468, Job1021 finishes at disk1.
At time 61791, Job4948 arrives.
At time 107728, Job1021 finishes at network.
At time 61804, Job4949 arrives.
At time 107753, Job1021 finishes at network.
At time 61820, Job4950 arrives.
At time 119534, Job1021 finishes at disk1.
At time 61825, Job4951 arrives.
At time 119558, Job1021 finishes at disk1.
At time 61830, Job4952 arrives.
At time 107813, Job1021 finishes at network.
At time 61842, Job4953 arrives.
At time 98864, Job1021 exits from CPU.
At time 61857, Job4954 arrives.
At time 107859, Job1022 finishes at network.
At time 61874, Job4955 arrives.
At time 107892, Job1022 finishes at network.
At time 61891, Job4956 arrives.
At time 107926, Job1022 finishes at network.
At time 61906, Job4957 arrives.
At time 119691, Job1022 finishes at disk1.
At time 61914, Job4958 arrives.
At time 119714, Job1022 finishes at disk1.
At time 61928, Job4959 arrives.
At time 107991, Job1022 finishes at network.
At time 61940, Job4960 arrives.
At time 119758, Job1022 finishes at disk1.
At time 61949, Job4961 arrives.
At time 119780, Job1022 finishes at disk1.
At time 61965, Job4962 arrives.
At time 99053, Job1022 exits from CPU.
At time 61979, Job4963 arrives.
At time 119834, Job1023 finishes at disk1.
At time 61999, Job4964 arrives.
At time 108109, Job1023 finishes at network.
At time 62011, Job4965 arrives.
At time 119890, Job1023 finishes at disk1.
At time 62024, Job4966 arrives.
At time 99142, Job1023 exits from CPU.
At time 62034, Job4967 arrives.
At time 119933, Job1024 finishes at disk1.
At time 62048, Job4968 arrives.
At time 119966, Job1024 finishes at disk1.
At time 62059, Job4969 arrives.
At time 119991, Job1024 finishes at disk1.
At time 62077, Job4970 arrives.
At time 120023, Job1024 finishes at disk1.
At time 62085, Job4971 arrives.
At time 120042, Job1024 finishes at disk1.
At time 62090, Job4972 arrives.
At time 120058, Job1024 finishes at disk1.
At time 62104, Job4973 arrives.
At time 99272, Job1024 exits from CPU.
At time 62122, Job4974 arrives.
At time 120111, Job1025 finishes at disk1.
At time 62132, Job4975 arrives.
At time 120136, Job1025 finishes at disk1.
At time 62144, Job4976 arrives.
At time 99333, Job1025 exits from CPU.
At time 62152, Job4977 arrives.
At time 120183, Job1026 finishes at disk1.
At time 62170, Job4978 arrives.
At time 120217, Job1026 finishes at disk1.
At time 62184, Job4979 arrives.
At time 120244, Job1026 finishes at disk1.
At time 62195, Job4980 arrives.
At time 120269, Job1026 finishes at disk1.
At time 62205, Job4981 arrives.
At time 120291, Job1026 finishes at disk1.
At time 62217, Job4982 arrives.
At time 120322, Job1026 finishes at disk1.
At time 62237, Job4983 arrives.
At time 108488, Job1026 finishes at network.
At time 62253, Job4984 arrives.
At time 120383, Job1026 finishes at disk1.
At time 62260, Job4985 arrives.
At time 99515, Job1026 exits from CPU.
At time 62279, Job4986 arrives.
At time 108557, Job1027 finishes at network.
At time 62294, Job4987 arrives.
At time 120454, Job1027 finishes at disk1.
At time 62303, Job4988 arrives.
At time 120474, Job1027 finishes at disk1.
At time 62309, Job4989 arrives.
At time 120491, Job1027 finishes at disk1.
At time 62323, Job4990 arrives.
At time 108638, Job1027 finishes at network.
At time 62342, Job4991 arrives.
At time 120548, Job1027 finishes at disk1.
At time 62362, Job4992 arrives.
At time 108700, Job1027 finishes at network.
At time 62381, Job4993 arrives.
At time 99697, Job1027 exits from CPU.
At time 62392, Job4994 arrives.
At time 120630, Job1028 finishes at disk1.
At time 62400, Job4995 arrives.
At time 108763, Job1028 finishes at network.
At time 62405, Job4996 arrives.
At time 120660, Job1028 finishes at disk1.
At time 62414, Job4997 arrives.
At time 120683, Job1028 finishes at disk1.
At time 62426, Job4998 arrives.
At time 120708, Job1028 finishes at disk1.
At time 62432, Job4999 arrives.
At time 99789, Job1028 exits from CPU.
At time 62449, Job5000 arrives.
At time 120754, Job1029 finishes at disk1.
At time 62461, Job5001 arrives.
At time 120783, Job1029 finishes at disk1.
At time 62471, Job5002 arrives.
At time 108897, Job1029 finishes at network.
At time 62485, Job5003 arrives.
At time 108925, Job1029 finishes at network.
At time 62498, Job5004 arrives.
At time 99894, Job1029 exits from CPU.
At time 62510, Job5005 arrives.
At time 120870, Job1030 finishes at disk1.
At time 62523, Job5006 arrives.
At time 120901, Job1030 finishes at disk1.
At time 62529, Job5007 arrives.
At time 109007, Job1030 finishes at network.
At time 62546, Job5008 arrives.
At time 99971, Job1030 exits from CPU.
At time 62564, Job5009 arrives.
At time 62582, Job5010 arrives.
At time 62599, Job5011 arrives.
At time 62604, Job5012 arrives.
At time 62620, Job5013 arrives.
At time 62627, Job5014 arrives.
At time 62639, Job5015 arrives.
At time 62655, Job5016 arrives.
At time 62665, Job5017 arrives.
At time 62680, Job5018 arrives.
At time 62692, Job5019 arrives.
At time 62700, Job5020 arrives.
At time 62716, Job5021 arrives.
At time 100235, Job1031 exits from CPU.
At time 62723, Job5022 arrives.
At time 62735, Job5023 arrives.
At time 62744, Job5024 arrives.
At time 62760, Job5025 arrives.
At time 62769, Job5026 arrives.
At time 62786, Job5027 arrives.
At time 62803, Job5028 arrives.
At time 62816, Job5029 arrives.
At time 62828, Job5030 arrives.
At time 62837, Job5031 arrives.
At time 62844, Job5032 arrives.
At time 62855, Job5033 arrives.
At time 62872, Job5034 arrives.
At time 100486, Job1032 exits from CPU.
At time 62881, Job5035 arrives.
At time 62900, Job5036 arrives.
At time 62913, Job5037 arrives.
At time 62924, Job5038 arrives.
At time 62940, Job5039 arrives.
At time 62946, Job5040 arrives.
At time 62961, Job5041 arrives.
At time 100621, Job1033 exits from CPU.
At time 62968, Job5042 arrives.
At time 62983, Job5043 arrives.
At time 62988, Job5044 arrives.
At time 100668, Job1034 exits from CPU.
At time 63004, Job5045 arrives.
At time 63011, Job5046 arrives.
At time 63017, Job5047 arrives.
At time 63028, Job5048 arrives.
At time 63036, Job5049 arrives.
At time 63055, Job5050 arrives.
At time 63072, Job5051 arrives.
At time 100801, Job1035 exits from CPU.
At time 63085, Job5052 arrives.
At time 100819, Job1036 exits from CPU.
At time 63090, Job5053 arrives.
At time 63098, Job5054 arrives.
At time 63115, Job5055 arrives.
At time 63128, Job5056 arrives.
At time 63143, Job5057 arrives.
At time 63150, Job5058 arrives.
At time 63162, Job5059 arrives.
At time 63178, Job5060 arrives.
At time 100964, Job1037 exits from CPU.
At time 63197, Job5061 arrives.
At time 63215, Job5062 arrives.
At time 101019, Job1038 exits from CPU.
At time 63231, Job5063 arrives.
At time 63242, Job5064 arrives.
At time 63257, Job5065 arrives.
At time 63273, Job5066 arrives.
At time 101106, Job1039 exits from CPU.
At time 63281, Job5067 arrives.
At time 101124, Job1040 exits from CPU.
At time 63292, Job5068 arrives.
At time 63307, Job5069 arrives.
At time 101162, Job1041 exits from CPU.
At time 63313, Job5070 arrives.
At time 63323, Job5071 arrives.
At time 63340, Job5072 arrives.
At time 101221, Job1042 exits from CPU.
At time 63350, Job5073 arrives.
At time 101239, Job1043 exits from CPU.
At time 63361, Job5074 arrives.
At time 63366, Job5075 arrives.
At time 63371, Job5076 arrives.
At time 63385, Job5077 arrives.
At time 63405, Job5078 arrives.
At time 101334, Job1044 exits from CPU.
At time 63416, Job5079 arrives.
At time 63427, Job5080 arrives.
At time 63436, Job5081 arrives.
At time 63445, Job5082 arrives.
At time 63458, Job5083 arrives.
At time 63473, Job5084 arrives.
At time 63480, Job5085 arrives.
At time 63498, Job5086 arrives.
At time 63513, Job5087 arrives.
At time 63519, Job5088 arrives.
At time 63538, Job5089 arrives.
At time 63556, Job5090 arrives.
At time 63572, Job5091 arrives.
At time 63579, Job5092 arrives.
At time 63591, Job5093 arrives.
At time 63600, Job5094 arrives.
At time 63615, Job5095 arrives.
At time 63626, Job5096 arrives.
At time 63643, Job5097 arrives.
At time 63648, Job5098 arrives.
At time 63664, Job5099 arrives.
At time 63684, Job5100 arrives.
At time 101772, Job1045 exits from CPU.
At time 63691, Job5101 arrives.
At time 63701, Job5102 arrives.
At time 63711, Job5103 arrives.
At time 63725, Job5104 arrives.
At time 63735, Job5105 arrives.
At time 101859, Job1046 exits from CPU.
At time 63752, Job5106 arrives.
At time 63770, Job5107 arrives.
At time 63784, Job5108 arrives.
At time 63795, Job5109 arrives.
At time 63811, Job5110 arrives.
At time 63831, Job5111 arrives.
At time 102005, Job1047 exits from CPU.
At time 63838, Job5112 arrives.
At time 102018, Job1048 exits from CPU.
At time 63849, Job5113 arrives.
At time 63861, Job5114 arrives.
At time 63879, Job5115 arrives.
At time 63899, Job5116 arrives.
At time 63910, Job5117 arrives.
At time 102122, Job1049 exits from CPU.
At time 63928, Job5118 arrives.
At time 63944, Job5119 arrives.
At time 63961, Job5120 arrives.
At time 63981, Job5121 arrives.
At time 63991, Job5122 arrives.
At time 64005, Job5123 arrives.
At time 64010, Job5124 arrives.
At time 64021, Job5125 arrives.
At time 64031, Job5126 arrives.
At time 64037, Job5127 arrives.
At time 64054, Job5128 arrives.
At time 64061, Job5129 arrives.
At time 64067, Job5130 arrives.
At time 64081, Job5131 arrives.
At time 64099, Job5132 arrives.
At time 102425, Job1050 exits from CPU.
At time 64114, Job5133 arrives.
At time 64120, Job5134 arrives.
At time 64125, Job5135 arrives.
At time 64135, Job5136 arrives.
At time 64142, Job5137 arrives.
At time 64155, Job5138 arrives.
At time 64160, Job5139 arrives.
At time 64165, Job5140 arrives.
At time 64171, Job5141 arrives.
At time 64190, Job5142 arrives.
At time 64198, Job5143 arrives.
At time 64211, Job5144 arrives.
At time 64227, Job5145 arrives.
At time 64232, Job5146 arrives.
At time 64241, Job5147 arrives.
At time 64249, Job5148 arrives.
At time 64268, Job5149 arrives.
At time 64274, Job5150 arrives.
At time 64292, Job5151 arrives.
At time 64299, Job5152 arrives.
At time 64318, Job5153 arrives.
At time 64330, Job5154 arrives.
At time 64342, Job5155 arrives.
At time 64360, Job5156 arrives.
At time 64377, Job5157 arrives.
At time 64394, Job5158 arrives.
At time 102896, Job1051 exits from CPU.
At time 64412, Job5159 arrives.
At time 64419, Job5160 arrives.
At time 64432, Job5161 arrives.
At time 102956, Job1052 exits from CPU.
At time 64441, Job5162 arrives.
At time 64450, Job5163 arrives.
At time 64462, Job5164 arrives.
At time 64471, Job5165 arrives.
At time 64481, Job5166 arrives.
At time 103043, Job1053 exits from CPU.
At time 64501, Job5167 arrives.
At time 64509, Job5168 arrives.
At time 64514, Job5169 arrives.
At time 64534, Job5170 arrives.
At time 103126, Job1054 exits from CPU.
At time 64541, Job5171 arrives.
At time 64555, Job5172 arrives.
At time 64574, Job5173 arrives.
At time 64586, Job5174 arrives.
At time 64603, Job5175 arrives.
At time 103230, Job1055 exits from CPU.
At time 64608, Job5176 arrives.
At time 103241, Job1056 exits from CPU.
At time 64625, Job5177 arrives.
At time 64639, Job5178 arrives.
